City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,goderich,43.7501,-81.7165,5.18,81,100,2.57,CA,1700009619
291,middle island,40.8843,-72.9373,8.94,63,40,2.06,US,1700009620
292,dagda,56.0951,27.5372,1.06,93,100,1.79,LV,1700009621
293,yerbogachen,61.2767,108.0108,-13.51,93,100,4.12,RU,1700009621
294,shizukuishi,39.6833,140.9833,3.43,70,100,0.96,JP,1700009622
295,usinsk,65.9939,57.5281,-3.85,97,100,4.47,RU,1700009623
296,zhigalovo,54.8097,105.1578,-7.76,82,100,4.63,RU,1700009623
297,valparaiso,-33.0393,-71.6273,13.8,67,0,3.6,CL,1700009624
298,nouakchott,18.0858,-15.9785,24.96,28,96,4.68,MR,1700009624
299,marawi,7.9986,124.2928,26.19,69,1,0.56,PH,1700009625
300,mozarlandia,-14.7447,-50.5706,30.47,32,84,1.99,BR,1700009626
301,mount isa,-20.7333,139.5,35.87,30,0,4.12,AU,1700009627
302,lata,40.1629,-8.3327,16.71,96,61,0.89,PT,1700009627
303,salalah,17.0151,54.0924,26.05,78,20,1.03,OM,1700009628
304,havoysund,70.9963,24.6622,1.13,77,100,8.23,NO,1700009629
305,talas,38.6908,35.5538,3.37,100,40,1.03,TR,1700009630
306,monterey,36.2505,-121.2516,17.73,52,100,3.1,US,1700009629
307,fairbanks,64.8378,-147.7164,-3.0,92,100,1.54,US,1700009468
308,lorengau,-2.0226,147.2712,29.28,69,33,2.48,PG,1700009633
309,tateyama,34.9833,139.8667,16.17,76,12,6.27,JP,1700009634
310,camacha,33.0833,-16.3333,18.68,83,40,4.63,PT,1700009634
311,harlingen,26.1906,-97.6961,20.05,84,0,3.6,US,1700009380
312,las margaritas,16.3167,-91.9833,15.68,97,95,2.31,MX,1700009635
313,wasilla,61.5814,-149.4394,-3.42,87,0,2.57,US,1700009636
314,hamilton,39.1834,-84.5333,11.47,49,0,2.06,US,1700009384
315,sanmenxia,34.7747,111.1814,8.62,55,100,2.08,CN,1700009638
316,mitsamiouli,-11.3847,43.2844,27.05,79,66,3.71,KM,1700009639
317,kant,27.8,79.8,16.87,47,4,2.09,IN,1700009639
318,basse,52.5518,9.5069,10.29,93,75,6.17,DE,1700009640
319,havre-saint-pierre,50.2334,-63.5986,-2.0,80,100,3.6,CA,1700009640
320,mbuji-mayi,-6.15,23.6,19.69,96,71,0.76,CD,1700009641
321,kahului,20.8947,-156.47,27.01,61,40,9.77,US,1700009346
322,contamana,-7.3333,-75.0167,24.26,94,100,1.1,PE,1700009643
323,dalvik,65.9702,-18.5286,-2.04,79,29,4.77,IS,1700009645
324,cajaruro,-5.7364,-78.4256,25.49,81,100,1.3,PE,1700009646
325,baruun-urt,46.6806,113.2792,-9.53,86,100,1.24,MN,1700009646
326,trairi,-3.2778,-39.2689,26.77,82,97,4.99,BR,1700009593
327,ordubad,38.9059,46.0234,14.85,65,100,1.0,AZ,1700009648
328,bella union,-30.2752,-57.6007,20.6,97,100,3.48,UY,1700009355
329,bad munstereifel,50.55,6.7667,8.94,86,100,7.39,DE,1700009649
330,terra boa,-23.7681,-52.4442,25.57,63,100,2.67,BR,1700009538
331,tuy hoa,13.0833,109.3,26.25,89,91,3.63,VN,1700009650
332,zyryanka,65.75,150.85,-24.81,89,48,4.68,RU,1700009651
333,ilhabela,-23.7781,-45.3581,24.49,96,84,1.52,BR,1700009651
334,raahe,64.6833,24.4833,-5.58,83,45,3.02,FI,1700009652
335,tymovskoye,50.8456,142.655,-7.49,74,90,1.25,RU,1700009652
336,paramonga,-10.6667,-77.8333,19.46,84,100,4.14,PE,1700009653
337,anadyr,64.75,177.4833,-21.67,83,75,9.0,RU,1700009654
338,sambava,-14.2667,50.1667,23.4,88,34,1.7,MG,1700009654
339,esterhazy,50.65,-102.0843,1.47,75,0,4.76,CA,1700009655
340,lufilufi,-13.8745,-171.5986,33.88,78,97,3.88,WS,1700009656
341,gonzalez,30.5816,-87.2914,14.15,95,100,5.66,US,1700009390
342,timbo,-26.8233,-49.2717,21.99,99,100,0.82,BR,1700009658
343,cockburn town,21.4612,-71.1419,27.79,70,99,8.82,TC,1700009659
344,boksburg,-26.212,28.2596,13.21,89,18,0.89,ZA,1700009660
345,kamenka,51.3223,42.7678,3.32,83,100,4.41,RU,1700009660
346,guerrero negro,27.9769,-114.0611,20.57,57,56,4.21,MX,1700009428
347,gidam,18.9833,81.4,17.48,79,100,1.33,IN,1700009662
348,nemuro,43.3236,145.575,4.24,54,1,4.64,JP,1700009663
349,karratha,-20.7377,116.8463,28.62,32,0,5.55,AU,1700009664
350,saint-paul,-21.0096,55.2707,23.06,94,2,0.45,RE,1700009665
351,naro moru,-0.1676,37.0213,13.12,95,60,1.85,KE,1700009666
352,raudeberg,61.9875,5.1352,4.93,1,100,1.01,NO,1700009667
353,quilmana,-12.95,-76.3833,19.92,83,65,2.0,PE,1700009668
354,nangomba,-10.9,38.5,23.09,90,100,2.65,TZ,1700009669
355,ixtapa,20.7,-105.2,25.04,90,5,0.57,MX,1700009670
356,hibbing,47.4272,-92.9377,6.68,87,0,0.0,US,1700009670
357,chinchani,19.8667,72.7,23.35,56,0,2.26,IN,1700009671
358,saldanha,-33.0117,17.9442,20.03,49,0,3.06,ZA,1700009614
359,vestmanna,62.1564,-7.1664,4.51,81,100,3.09,FO,1700009673
360,hambantota,6.1241,81.1185,24.19,100,40,0.51,LK,1700009673
361,kavieng,-2.5744,150.7967,28.96,69,76,1.9,PG,1700009674
362,lamu,-2.2717,40.902,26.12,83,11,3.68,KE,1700009675
363,chuy,-33.6971,-53.4616,17.08,93,100,3.35,UY,1700009676
364,livingston,55.9029,-3.5226,7.69,99,75,0.0,GB,1700009676
365,acajutla,13.5928,-89.8275,27.2,83,100,1.62,SV,1700009677
366,ayr,55.4627,-4.6339,9.06,93,75,7.2,GB,1700009677
367,tessalit,20.1986,1.0114,22.77,18,0,5.02,ML,1700009678
368,leshukonskoye,64.8989,45.7622,-4.54,95,100,3.76,RU,1700009679
369,sobolevo,54.4299,31.8996,1.96,96,100,1.04,RU,1700009680
370,lasa,46.6166,10.7002,9.49,98,99,3.43,IT,1700009680
371,abu dhabi,24.4667,54.3667,27.19,37,0,2.57,AE,1700009659
372,manta,-0.95,-80.7333,24.02,85,100,6.46,EC,1700009682
373,san ramon,37.7799,-121.978,20.06,58,0,4.12,US,1700009525
374,ikauna,27.55,81.9667,17.33,68,10,1.8,IN,1700009683
375,pullman,46.7313,-117.1796,7.34,85,0,2.57,US,1700009684
376,wabag,-5.4781,143.7021,21.75,56,76,1.66,PG,1700009684
377,kaeo,-35.1,173.7833,22.96,73,0,4.48,NZ,1700009685
378,vila velha,-20.3297,-40.2925,25.97,84,0,7.2,BR,1700009502
379,vao,-22.6667,167.4833,21.45,66,1,7.86,NC,1700009686
380,turtas,58.9417,69.1325,2.62,98,100,4.21,RU,1700009686
381,pemba,-12.974,40.5178,23.98,73,99,6.09,MZ,1700009687
382,mareeba,-17.0,145.4333,29.69,50,92,3.05,AU,1700009687
383,jasper,37.2001,-94.3502,14.69,53,0,0.0,US,1700009686
384,buala,-8.145,159.5921,28.5,72,91,2.51,SB,1700009688
385,batemans bay,-35.7167,150.1833,16.32,91,100,1.37,AU,1700009689
386,kutum,14.2,24.6667,21.8,37,99,6.23,SD,1700009689
387,sulangan,11.1373,123.7228,28.2,77,27,4.98,PH,1700009690
388,saint-louis,16.3333,-15.0,24.8,13,9,4.48,SN,1700009690
389,vesoul,47.5833,5.8333,11.16,91,89,5.56,FR,1700009690
390,aykhal,66.0,111.5,-19.13,100,99,3.78,RU,1700009691
391,aripuana,-9.1667,-60.6333,28.21,57,99,0.36,BR,1700009692
392,verkh-usugli,52.7,115.1667,-7.56,90,100,1.17,RU,1700009693
393,constantine,36.365,6.6147,9.67,66,0,1.54,DZ,1700009693
394,sao felix do xingu,-6.6447,-51.995,27.48,43,5,1.46,BR,1700009693
395,pevek,69.7008,170.3133,-20.22,99,100,5.15,RU,1700009694
396,kefalos,36.7453,26.9589,17.12,67,0,1.54,GR,1700009694
397,emerald,-23.5333,148.1667,33.52,30,7,4.38,AU,1700009695
398,pitimbu,-7.4706,-34.8086,26.33,80,41,4.68,BR,1700009695
399,qaqortoq,60.7167,-46.0333,-5.24,84,27,0.89,GL,1700009696
400,joensuu,62.6012,29.7632,-2.61,79,75,5.14,FI,1700009696
401,port blair,11.6667,92.75,25.02,100,40,0.51,IN,1700009489
402,siparia,10.1333,-61.5,26.57,89,100,4.87,TT,1700009697
403,nanortalik,60.1432,-45.2371,-3.01,83,100,3.19,GL,1700009697
404,san cristobal,7.7669,-72.225,25.1,96,44,1.59,VE,1700009698
405,les cayes,18.2,-73.75,25.91,79,21,1.69,HT,1700009698
406,shirokiy,49.758,129.523,-9.64,94,98,0.91,RU,1700009698
407,saint-jean-de-la-ruelle,47.9113,1.8648,9.95,96,0,5.66,FR,1700009699
408,bira,49.0,132.4667,-5.18,75,5,0.88,RU,1700009700
409,fort collins,40.5853,-105.0844,14.09,24,0,3.09,US,1700009689
410,taltal,-25.4,-70.4833,17.22,73,85,2.15,CL,1700009420
411,xixiang,35.1628,112.865,10.22,47,100,1.09,CN,1700009702
412,dallas,32.7668,-96.7836,18.19,78,20,0.0,US,1700009034
413,vilhena,-12.7406,-60.1458,24.76,58,6,0.56,BR,1700009703
414,kargil,34.5667,76.1,-5.65,52,0,1.06,IN,1700009705
415,lakes entrance,-37.8811,147.981,20.65,61,36,3.36,AU,1700009706
416,northam,51.0333,-4.2167,12.01,83,7,8.86,GB,1700009706
417,pervomayskoye,43.919,46.7102,7.16,69,100,2.13,RU,1700009707
418,shingu,33.7333,135.9833,10.31,83,100,1.61,JP,1700009708
419,kingman,35.1894,-114.053,21.71,32,0,6.17,US,1700009473
420,verkhnevilyuysk,63.4453,120.3167,-7.2,91,100,4.0,RU,1700009710
421,petropavlovsk-kamchatskiy,53.0452,158.6483,-6.42,71,0,5.81,RU,1700009575
422,narsaq,60.9167,-46.05,7.12,80,69,1.52,GL,1700009712
423,uige,-7.6087,15.0613,19.41,95,100,0.93,AO,1700009713
424,yar-sale,66.8333,70.8333,-7.49,96,100,3.2,RU,1700009713
425,roald,62.5833,6.1333,2.09,93,100,1.03,NO,1700009714
426,buraydah,26.326,43.975,20.25,55,100,4.85,SA,1700009715
427,mulege,26.8833,-111.9833,21.85,56,45,1.74,MX,1700009716
428,turukhansk,65.8167,87.9833,-11.17,65,100,7.6,RU,1700009716
429,lesnoye,58.2841,35.5158,-2.2,97,90,1.43,RU,1700009717
430,shenkursk,62.1091,42.896,-3.43,95,100,3.33,RU,1700009718
431,abilene,32.4487,-99.7331,17.12,46,0,2.57,US,1700009615
432,mujiayingzi,42.1167,118.7833,-0.08,63,55,2.37,CN,1700009720
433,horta,38.5333,-28.6333,19.84,92,100,10.29,PT,1700009721
434,mola di bari,41.0609,17.0873,19.62,73,17,4.03,IT,1700009722
435,krasnoborsk,61.5598,45.934,0.12,97,99,0.87,RU,1700009493
436,charters towers,-20.1,146.2667,32.17,25,0,3.98,AU,1700009723
437,lisakovsk,52.5369,62.4936,4.24,61,100,9.32,KZ,1700009724
438,burgos,42.3394,-3.7079,12.23,94,100,4.12,ES,1700009725
439,cordoba,-31.4135,-64.1811,20.14,59,0,4.63,AR,1700009725
440,winnemucca,40.973,-117.7357,11.61,29,6,1.47,US,1700009726
441,kyshtovka,56.555,76.6271,2.41,79,100,4.92,RU,1700009727
442,kilrush,52.6397,-9.4833,7.86,75,83,8.55,IE,1700009728
443,deputatskiy,69.3,139.9,-19.44,97,96,2.52,RU,1700009729
444,vila franca do campo,37.7167,-25.4333,20.23,99,100,5.74,PT,1700009730
445,sitka,57.0531,-135.33,6.94,70,100,9.26,US,1700009731
446,tucuman,-26.8241,-65.2226,22.0,68,100,1.03,AR,1700009732
447,namatanai,-3.6667,152.4333,29.38,64,13,3.34,PG,1700009732
448,saint anthony,45.0205,-93.218,17.23,47,0,7.2,US,1700009733
449,luau,-10.7073,22.2247,17.95,97,89,1.41,AO,1700009734
450,dudinka,69.4058,86.1778,-12.43,78,100,9.62,RU,1700009735
451,vanimo,-2.6741,141.3028,29.09,73,27,2.16,PG,1700009736
452,matamoros,25.5333,-103.25,18.39,73,82,2.09,MX,1700009739
453,asau,46.4333,26.4,11.51,82,100,2.23,RO,1700009739
454,tucurui,-3.7661,-49.6725,27.57,51,2,0.88,BR,1700009487
455,sokol,59.4617,40.1206,0.27,97,100,2.81,RU,1700009740
456,stornoway,58.2093,-6.3865,7.98,89,75,3.6,GB,1700009741
457,gucheng,35.9115,111.3192,8.71,41,100,0.94,CN,1700009742
458,zhangye,38.9342,100.4517,-0.8,49,100,3.61,CN,1700009743
459,ngunguru,-35.6167,174.5,19.2,67,25,3.79,NZ,1700009744
460,arcata,40.8665,-124.0828,16.07,88,100,2.06,US,1700009744
461,dunmore town,25.5,-76.65,25.66,74,98,13.22,BS,1700009745
462,trat,12.5,102.5,26.11,88,100,4.19,TH,1700009745
463,pamyat parizhskoy kommuny,56.1048,44.4952,2.97,87,78,3.97,RU,1700009746
464,moranbah,-22.0016,148.0466,32.44,22,0,1.65,AU,1700009747
465,vardo,70.3705,31.1107,-1.01,86,20,9.26,NO,1700009747
466,burgeo,47.6167,-57.6152,0.87,74,100,3.72,CA,1700009748
467,lagos,6.5833,3.75,25.56,90,100,1.9,NG,1700009701
468,saint-georges,12.0564,-61.7485,27.82,83,20,6.69,GD,1700009749
469,sola,-13.8833,167.55,25.39,73,88,5.88,VU,1700009749
470,yinchuan,38.4681,106.2731,3.12,47,95,5.41,CN,1700009710
471,meulaboh,4.1363,96.1285,25.34,88,85,1.19,ID,1700009751
472,crowthorne,51.3703,-0.7922,9.98,78,75,6.69,GB,1700009752
473,manyava,48.6554,24.3754,7.75,81,100,3.76,UA,1700009752
474,waingapu,-9.6567,120.2641,29.85,65,28,0.88,ID,1700009753
475,atasu,48.6814,71.6433,1.11,71,0,3.96,KZ,1700009754
476,asyut,27.181,31.1837,19.2,59,0,3.97,EG,1700009754
477,aksarka,66.5606,67.7975,-9.2,96,100,2.78,RU,1700009755
478,san juan chamelco,15.4333,-90.3333,17.45,100,100,0.0,GT,1700009755
479,raposa,-6.5167,-44.1833,26.74,45,77,0.79,BR,1700009756
480,kingston,17.997,-76.7936,29.53,78,20,8.23,JM,1700009258
481,dong hoi,17.4833,106.6,20.63,92,100,5.06,VN,1700009757
482,najran,17.4924,44.1277,17.36,46,75,0.64,SA,1700009757
483,whitefish,48.4111,-114.3376,3.86,68,0,5.14,US,1700009600
484,bathsheba,13.2167,-59.5167,27.34,83,40,7.72,BB,1700009758
485,grindavik,63.8424,-22.4338,6.26,65,0,6.17,IS,1700009759
486,colares,38.7992,-9.4469,17.41,93,7,4.02,PT,1700009759
487,sorland,67.667,12.6934,2.92,59,21,5.76,NO,1700009760
488,kyra,49.5776,111.9753,-6.33,86,100,2.05,RU,1700009761
489,hay river,60.8156,-115.7999,-6.01,86,100,5.66,CA,1700009762
490,ongole,15.5,80.05,22.81,82,100,3.39,IN,1700009763
491,ajdabiya,30.7554,20.2263,18.12,79,0,2.05,LY,1700009634
492,port macquarie,-31.4333,152.9167,24.21,72,100,2.11,AU,1700009765
493,leningradskiy,69.3833,178.4167,-21.09,88,44,3.85,RU,1700009766
494,birao,10.2849,22.7882,24.83,61,94,2.29,CF,1700009766
495,lucea,18.451,-78.1736,28.92,78,100,3.42,JM,1700009767
496,olafsvik,64.8945,-23.7142,5.65,67,100,5.16,IS,1700009768
497,inongo,-1.95,18.2667,21.15,98,100,2.02,CD,1700009769
498,plettenberg bay,-34.0527,23.3716,17.67,61,100,2.99,ZA,1700009770
499,lae,-6.7221,146.9847,29.37,69,70,2.98,PG,1700009771
500,westport,41.1415,-73.3579,8.51,67,0,1.34,US,1700009744
501,kununurra,-15.7667,128.7333,32.99,55,100,2.06,AU,1700009773
502,itupiranga,-5.1347,-49.3267,28.18,53,80,0.36,BR,1700009774
503,sur,22.5667,59.5289,23.33,61,100,1.53,OM,1700009775
504,awbari,26.5921,12.7805,16.67,61,0,2.77,LY,1700009775
505,kimbe,-5.5502,150.1429,33.02,51,47,0.99,PG,1700009777
506,kang,-23.6752,22.7876,20.72,60,26,7.78,BW,1700009777
507,la fria,8.2203,-72.2439,30.06,90,53,2.17,VE,1700009778
508,san policarpo,12.1791,125.5072,28.2,81,53,6.82,PH,1700009779
509,kabompo,-13.5927,24.2008,19.49,81,100,0.85,ZM,1700009779
510,naze,28.3667,129.4833,18.51,62,99,5.53,JP,1700009780
511,mtwara,-10.2667,40.1833,24.84,88,95,4.76,TZ,1700009781
512,zaozerne,45.1582,33.2787,14.34,87,100,5.5,UA,1700009781
513,jablah,35.3614,35.9256,15.16,88,20,2.57,SY,1700009782
514,kysyl-syr,63.8986,122.7617,-12.25,96,100,2.68,RU,1700009783
515,chunoyar,57.4467,97.3217,-12.37,99,100,1.53,RU,1700009784
516,jalu,29.0331,21.5482,16.75,77,0,4.02,LY,1700009784
517,la victoria,10.2184,-67.3302,22.86,88,99,1.75,VE,1700009785
518,constitucion,-35.3333,-72.4167,9.78,75,100,6.71,CL,1700009786
519,cidreira,-30.1811,-50.2056,20.27,93,100,3.57,BR,1700009787
520,kerman,30.2832,57.0788,4.92,45,0,2.06,IR,1700009788
521,norman,35.2226,-97.4395,16.18,45,0,2.57,US,1700009336
522,isnos,1.9356,-76.2406,15.32,98,41,1.56,CO,1700009789
523,broome,42.2506,-75.833,2.34,79,0,2.57,US,1700009790
524,reyes,-14.3167,-67.3833,29.58,57,67,2.12,BO,1700009791
525,kachug,53.9606,105.8817,-8.13,75,92,5.52,RU,1700009792
526,puerto del rosario,28.5004,-13.8627,21.86,64,0,3.09,ES,1700009792
527,juruti,-2.1522,-56.0922,28.14,45,43,1.12,BR,1700009793
528,rocha,-34.4833,-54.3333,13.5,97,0,2.38,UY,1700009775
529,uusikaupunki,60.8004,21.4084,-1.72,84,100,3.09,FI,1700009795
530,wagar,16.1525,36.2032,26.56,65,12,4.91,SD,1700009795
531,carbondale,37.7273,-89.2168,9.16,61,0,2.57,US,1700009746
532,bilibino,68.0546,166.4372,-24.11,99,100,0.38,RU,1700009797
533,nuuk,64.1835,-51.7216,-7.28,78,100,3.62,GL,1700009797
534,buluang,13.3068,123.3425,28.48,77,96,3.23,PH,1700009798
535,ouesso,1.6136,16.0517,21.07,95,100,0.36,CG,1700009799
536,ballina,-28.8667,153.5667,28.04,61,86,4.59,AU,1700009800
537,wencheng,33.0559,113.7978,9.88,68,89,0.77,CN,1700009801
538,rexburg,43.826,-111.7897,10.73,34,23,2.53,US,1700009603
539,nueva loja,0.0847,-76.8828,23.22,96,91,0.42,EC,1700009803
540,dicabisagan,17.0818,122.4157,25.52,84,92,5.46,PH,1700009804
541,snasa,64.2457,12.3778,-4.33,73,90,2.41,NO,1700009804
542,antalaha,-14.9003,50.2788,22.33,91,3,1.86,MG,1700009805
543,acapulco,16.8634,-99.8901,27.55,82,6,3.03,MX,1700009806
544,padang,-0.9492,100.3543,25.03,85,45,0.1,ID,1700009807
545,diffa,13.3154,12.6113,28.92,22,100,7.82,NE,1700009807
546,onega,63.9061,38.1404,-3.03,87,59,3.49,RU,1700009808
547,paciran,-6.8767,112.3761,29.16,71,85,2.07,ID,1700009809
548,muisne,0.6,-80.0333,25.63,83,100,4.73,EC,1700009809
549,bodden town,19.2833,-81.25,28.29,90,20,3.09,KY,1700009810
550,roma,43.2128,-75.4557,4.42,89,100,2.06,US,1700009810
551,beisfjord,68.3751,17.5988,-6.16,90,16,2.26,NO,1700009811
552,palembang,-2.9167,104.7458,25.05,94,40,1.03,ID,1700009811
553,oranjemund,-28.55,16.4333,17.85,72,5,3.5,NA,1700009723
554,novoagansk,61.9449,76.6625,1.69,98,100,6.67,RU,1700009812
555,port moresby,-9.4431,147.1797,29.68,66,20,1.54,PG,1700009813
556,coquimbo,-29.9533,-71.3436,14.85,82,75,3.09,CL,1700009596
557,mumford,5.2618,-0.759,26.59,86,12,2.57,GH,1700009814
558,cap malheureux,-19.9842,57.6142,23.04,87,50,1.79,MU,1700009814
559,tual,-5.6667,132.75,27.8,71,0,2.95,ID,1700009815
560,micomeseng,2.1462,10.6164,21.58,97,100,0.78,GQ,1700009815
561,soe,-9.8607,124.284,28.93,41,14,1.42,ID,1700009815
562,luena,-11.7833,19.9167,17.05,90,95,1.63,AO,1700009816
563,saint-augustin,51.226,-58.6502,-2.7,84,99,1.71,CA,1700009817
564,krasnovishersk,60.4078,57.082,1.93,96,100,2.09,RU,1700009818
565,talara,-4.5772,-81.2719,21.42,83,40,6.17,PE,1700009646
566,rantepao,-2.9701,119.8978,28.06,57,66,1.12,ID,1700009818
567,tsumeb,-19.2333,17.7167,25.77,42,99,1.12,NA,1700009819
568,iquitos,-3.7481,-73.2472,26.02,83,100,2.06,PE,1700009820
569,wahpeton,46.2652,-96.6059,8.29,70,0,5.14,US,1700009820
570,yumaguzino,52.9041,56.3933,3.7,96,100,3.91,RU,1700009821
571,dinagat,9.9561,125.5933,29.23,70,8,5.44,PH,1700009822
572,khlung,12.4547,102.2214,26.18,81,68,3.95,TH,1700009823
573,puerto carreno,6.189,-67.4859,27.85,75,15,1.81,CO,1700009823
574,luwuk,-0.9516,122.7875,30.6,66,79,1.41,ID,1700009824
575,sampit,-2.5333,112.95,29.31,73,100,1.25,ID,1700009825
576,malakal,9.5334,31.6605,25.37,76,73,0.97,SS,1700009826
577,victor harbor,-35.5667,138.6167,21.49,70,74,0.89,AU,1700009826
578,harwich,51.9419,1.2844,9.24,81,100,1.34,GB,1700009827
579,wattegama,6.7989,81.4808,23.39,96,88,1.61,LK,1700009828
580,karpogory,64.0019,44.4451,-4.54,96,100,3.12,RU,1700009828
581,seidu,9.0167,-10.6,21.0,58,23,0.28,SL,1700009829
582,semnan,35.5729,53.3971,12.52,38,62,1.69,IR,1700009829
